Name,new_name
PEPSI-COLA MET.BT. 1996 7.29% 15/09/26 P09/04 - CMPB (~U$) - COMPOSITE PR BID,PEPSI-COLA BID
PEPSI-COLA MET.BT. 1996 7.29% 15/09/26 P09/04 - CMPA (~U$) - COMPOSITE PR ASK,PEPSI-COLA ASK
COCA-COLA RFRS USA 1996 7% 01/10/26 P10/06 - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1996 7% 01/10/26 P10/06 - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
UNION CARBIDE CORP. 1996 7 3/4% 01/10/96 S - CMPB (~U$) - COMPOSITE PR BID,UNION CARBIDE CORP. BID
UNION CARBIDE CORP. 1996 7 3/4% 01/10/96 S - CMPA (~U$) - COMPOSITE PR ASK,UNION CARBIDE CORP. ASK
COCA-COLA RFRS USA 1996 6.7% 15/10/36 P10/03 - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1996 6.7% 15/10/36 P10/03 - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
ANADARKO PTL CORP 1996 7 1/2% 15/10/26 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1996 7 1/2% 15/10/26 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
FORD MOTOR COMPANY 1996 7.4% 01/11/46 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1996 7.4% 01/11/46 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
ANADARKO PTL CORP 1996 7 1/2% 01/11/96 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1996 7 1/2% 01/11/96 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
ANADARKO PTL CORP 1996 7 1/4% 15/11/96 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1996 7 1/4% 15/11/96 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
EL PASO NTRL.GAS 1996 7 1/2% 15/11/26 S - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO NTRL.GAS 1996 7 1/2% 15/11/26 S - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
BELLSOUTH LLC 1996 6.04% 15/11/26 P11/06 - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH LLC 1996 6.04% 15/11/26 P11/06 - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
BRISTOL-MR.SQUIBB 1996 6.8% 15/11/26 S - CMPB (~U$) - COMPOSITE PR BID,BRISTOL-MR.SQUIBB BID
BRISTOL-MR.SQUIBB 1996 6.8% 15/11/26 S - CMPA (~U$) - COMPOSITE PR ASK,BRISTOL-MR.SQUIBB ASK
COCA-COLA RFRS USA 1996 6.95% 15/11/26 S - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1996 6.95% 15/11/26 S - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
WISCONSIN BELL 1996 6.35% 01/12/26 P12/06 - CMPB (~U$) - COMPOSITE PR BID,WISCONSIN BELL BID
WISCONSIN BELL 1996 6.35% 01/12/26 P12/06 - CMPA (~U$) - COMPOSITE PR ASK,WISCONSIN BELL ASK
INTL BUS MCHS CORP 1996 7 1/8% 01/12/96 S - CMPB (~U$) - COMPOSITE PR BID,INTL BUS MCHS CORP BID
INTL BUS MCHS CORP 1996 7 1/8% 01/12/96 S - CMPA (~U$) - COMPOSITE PR ASK,INTL BUS MCHS CORP ASK
TENNECO INCO 1996 7.45% 15/12/25 B - CMPB (~U$) - COMPOSITE PR BID,TENNECO INCO BID
TENNECO INCO 1996 7.45% 15/12/25 B - CMPA (~U$) - COMPOSITE PR ASK,TENNECO INCO ASK
ALTRIA GROUP INCO 1997 7 3/4% 15/01/27 S - CMPB (~U$) - COMPOSITE PR BID,ALTRIA GROUP INCO BID
ALTRIA GROUP INCO 1997 7 3/4% 15/01/27 S - CMPA (~U$) - COMPOSITE PR ASK,ALTRIA GROUP INCO ASK
COMCAST MO GROUP 1997 7.9% 01/02/27 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST MO GROUP 1997 7.9% 01/02/27 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
COMCAST MO GROUP 1997 7.95% 01/02/97 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST MO GROUP 1997 7.95% 01/02/97 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
EL PASO LLC 1997 7.42% 15/02/37 S - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO LLC 1997 7.42% 15/02/37 S - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
CATERPILLAR INCO 1997 7 3/8% 01/03/97 S - CMPB (~U$) - COMPOSITE PR BID,CATERPILLAR INCO BID
CATERPILLAR INCO 1997 7 3/8% 01/03/97 S - CMPA (~U$) - COMPOSITE PR ASK,CATERPILLAR INCO ASK
TENNESSEE GAS PIPE 1997 7% 15/03/27 P03/07 - CMPB (~U$) - COMPOSITE PR BID,TENNESSEE GAS PIPE BID
TENNESSEE GAS PIPE 1997 7% 15/03/27 P03/07 - CMPA (~U$) - COMPOSITE PR ASK,TENNESSEE GAS PIPE ASK
TENNESSEE GAS PIPE 1997 7 5/8% 01/04/37 S - CMPB (~U$) - COMPOSITE PR BID,TENNESSEE GAS PIPE BID
TENNESSEE GAS PIPE 1997 7 5/8% 01/04/37 S - CMPA (~U$) - COMPOSITE PR ASK,TENNESSEE GAS PIPE ASK
COCA-COLA RFRS USA 1997 5.71% 18/03/37 P03/21 - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1997 5.71% 18/03/37 P03/21 - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
AMGEN INCORPORATED 1997 8 1/8% 01/04/97 S - CMPB (~U$) - COMPOSITE PR BID,AMGEN INCORPORATED BID
AMGEN INCORPORATED 1997 8 1/8% 01/04/97 S - CMPA (~U$) - COMPOSITE PR ASK,AMGEN INCORPORATED ASK
FORD MOTOR COMPANY 1997 7.7% 15/05/97 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1997 7.7% 15/05/97 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
MERCK SHARP & DOHME 1997 5.76% 03/05/37 B - CMPB (~U$) - COMPOSITE PR BID,MERCK BID
MERCK SHARP & DOHME 1997 5.76% 03/05/37 B - CMPA (~U$) - COMPOSITE PR ASK,MERCK ASK
LOWE S COS.INCO. 1997 7.11% 15/05/37 P05/17 - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 1997 7.11% 15/05/37 P05/17 - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
THE P&G.CO. 1997 8 3/4% 01/06/22 S - CMPB (~U$) - COMPOSITE PR BID,P&G BID
THE P&G.CO. 1997 8 3/4% 01/06/22 S - CMPA (~U$) - COMPOSITE PR ASK,P&G ASK
COLORADO INTERSTATE 1997 6.85% 15/06/37 P06/07 - CMPB (~U$) - COMPOSITE PR BID,COLORADO INTERSTATE BID
COLORADO INTERSTATE 1997 6.85% 15/06/37 P06/07 - CMPA (~U$) - COMPOSITE PR ASK,COLORADO INTERSTATE ASK
FEDEX CORPORATION 1997 7.6% 01/07/97 S - CMPB (~U$) - COMPOSITE PR BID,FEDEX CORPORATION BID
FEDEX CORPORATION 1997 7.6% 01/07/97 S - CMPA (~U$) - COMPOSITE PR ASK,FEDEX CORPORATION ASK
ATLANTA GAS LT.CO. 1997 7.3% 15/07/27 C - CMPB (~U$) - COMPOSITE PR BID,ATLANTA GAS LT.CO. BID
ATLANTA GAS LT.CO. 1997 7.3% 15/07/27 C - CMPA (~U$) - COMPOSITE PR ASK,ATLANTA GAS LT.CO. ASK
BELLSOUTH LLC 1997 7.12% 15/07/97 S - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH LLC 1997 7.12% 15/07/97 S - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
INTL BUS MCHS CORP 1997 6.22% 01/08/27 P08/04 - CMPB (~U$) - COMPOSITE PR BID,INTL BUS MCHS CORP BID
INTL BUS MCHS CORP 1997 6.22% 01/08/27 P08/04 - CMPA (~U$) - COMPOSITE PR ASK,INTL BUS MCHS CORP ASK
BRISTOL-MR.SQUIBB 1997 6 7/8% 01/08/97 S - CMPB (~U$) - COMPOSITE PR BID,BRISTOL-MR.SQUIBB BID
BRISTOL-MR.SQUIBB 1997 6 7/8% 01/08/97 S - CMPA (~U$) - COMPOSITE PR ASK,BRISTOL-MR.SQUIBB ASK
RAYTHEON CO. 1997 7.2% 15/08/27 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON CO. BID
RAYTHEON CO. 1997 7.2% 15/08/27 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON CO. ASK
CONOCOPHILLIPS CO. 1997 7.8% 01/01/27 B - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS CO. 1997 7.8% 01/01/27 B - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
CONOCOPHILLIPS CO. 1997 7.9% 01/01/47 B - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
CONOCOPHILLIPS CO. 1997 7.9% 01/01/47 B - CMPA (~U$) - COMPOSITE PR ASK,CONOCOPHILLIPS ASK
LOWE S COS.INCO. 1997 7.2% 01/09/27 B - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 1997 7.2% 01/09/27 B - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
HISTORIC TW INCO. 1997 7.57% 01/02/24 S - CMPB (~U$) - COMPOSITE PR BID,HISTORIC TW INCO. BID
HISTORIC TW INCO. 1997 7.57% 01/02/24 S - CMPA (~U$) - COMPOSITE PR ASK,HISTORIC TW INCO. ASK
AMERITECH CAP.FDG. 1997 6 7/8% 15/10/27 S - CMPB (~U$) - COMPOSITE PR BID,AMERITECH CAP.FDG. BID
AMERITECH CAP.FDG. 1997 6 7/8% 15/10/27 S - CMPA (~U$) - COMPOSITE PR ASK,AMERITECH CAP.FDG. ASK
VALERO ENERGY CORP. 1997 6 3/4% 15/10/37 P10/09 - CMPB (~U$) - COMPOSITE PR BID,VALERO ENERGY CORP. BID
VALERO ENERGY CORP. 1997 6 3/4% 15/10/37 P10/09 - CMPA (~U$) - COMPOSITE PR ASK,VALERO ENERGY CORP. ASK
VALERO ENERGY CORP. 1997 7.45% 15/10/97 S - CMPB (~U$) - COMPOSITE PR BID,VALERO ENERGY CORP. BID
VALERO ENERGY CORP. 1997 7.45% 15/10/97 S - CMPA (~U$) - COMPOSITE PR ASK,VALERO ENERGY CORP. ASK
COMCAST CAB COMMS 1997 8 1/2% 01/05/27 P05/09 - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CAB COMMS 1997 8 1/2% 01/05/27 P05/09 - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
KINDER MORGAN INCO. 1997 6.67% 01/11/27 P11/04 - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN INCO. 1997 6.67% 01/11/27 P11/04 - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
GOODRICH CORP. 1997 7.1% 15/11/27 A - CMPB (~U$) - COMPOSITE PR BID,GOODRICH CORP. BID
GOODRICH CORP. 1997 7.1% 15/11/27 A - CMPA (~U$) - COMPOSITE PR ASK,GOODRICH CORP. ASK
ANADARKO PTL CORP 1997 7% 15/11/27 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1997 7% 15/11/27 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
SUSA PARTNERSHIP LP 1997 7 1/2% 01/12/27 S - CMPB (~U$) - COMPOSITE PR BID,SUSA PARTNERSHIP LP BID
SUSA PARTNERSHIP LP 1997 7 1/2% 01/12/27 S - CMPA (~U$) - COMPOSITE PR ASK,SUSA PARTNERSHIP LP ASK
PHARMACIA LLC 1997 6 3/4% 15/12/27 S - CMPB (~U$) - COMPOSITE PR BID,PHARMACIA LLC BID
PHARMACIA LLC 1997 6 3/4% 15/12/27 S - CMPA (~U$) - COMPOSITE PR ASK,PHARMACIA LLC ASK
MCDONALD S CORP. 1998 6 3/8% 08/01/28 S - CMPB (~U$) - COMPOSITE PR BID,MCDONALD S CORP. BID
MCDONALD S CORP. 1998 6 3/8% 08/01/28 S - CMPA (~U$) - COMPOSITE PR ASK,MCDONALD S CORP. ASK
ANADARKO PTL CORP 1998 6 5/8% 15/01/28 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1998 6 5/8% 15/01/28 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
COCA-COLA RFRS USA 1998 6 3/4% 15/01/38 S - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1998 6 3/4% 15/01/38 S - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
INTL BUS MCHS CORP 1998 6 1/2% 15/01/28 S - CMPB (~U$) - COMPOSITE PR BID,INTL BUS MCHS CORP BID
INTL BUS MCHS CORP 1998 6 1/2% 15/01/28 S - CMPA (~U$) - COMPOSITE PR ASK,INTL BUS MCHS CORP ASK
TARGET CORPORATION 1998 6 3/4% 01/01/28 S - CMPB (~U$) - COMPOSITE PR BID,TARGET CORPORATION BID
TARGET CORPORATION 1998 6 3/4% 01/01/28 S - CMPA (~U$) - COMPOSITE PR ASK,TARGET CORPORATION ASK
THE HERTZ CORP. 1998 7% 15/01/28 S - CMPB (~U$) - COMPOSITE PR BID,THE HERTZ CORP. BID
THE HERTZ CORP. 1998 7% 15/01/28 S - CMPA (~U$) - COMPOSITE PR ASK,THE HERTZ CORP. ASK
AMERITECH CAP.FDG. 1998 6.55% 15/01/28 S - CMPB (~U$) - COMPOSITE PR BID,AMERITECH CAP.FDG. BID
AMERITECH CAP.FDG. 1998 6.55% 15/01/28 S - CMPA (~U$) - COMPOSITE PR ASK,AMERITECH CAP.FDG. ASK
AMERITECH CAP.FDG. 1998 5.95% 15/01/38 P01/05 - CMPB (~U$) - COMPOSITE PR BID,AMERITECH CAP.FDG. BID
AMERITECH CAP.FDG. 1998 5.95% 15/01/38 P01/05 - CMPA (~U$) - COMPOSITE PR ASK,AMERITECH CAP.FDG. ASK
UNION PACIFIC CORP. 1998 7 1/8% 01/02/28 S - CMPB (~U$) - COMPOSITE PR BID,UNION PACIFIC CORP. BID
UNION PACIFIC CORP. 1998 7 1/8% 01/02/28 S - CMPA (~U$) - COMPOSITE PR ASK,UNION PACIFIC CORP. ASK
LOWE S COS.INCO. 1998 6 7/8% 15/02/28 S - CMPB (~U$) - COMPOSITE PR BID,LOWE S COS.INCO. BID
LOWE S COS.INCO. 1998 6 7/8% 15/02/28 S - CMPA (~U$) - COMPOSITE PR ASK,LOWE S COS.INCO. ASK
DUKE EN.FLORIDA LLC 1998 6 3/4% 01/02/28 B - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.FLORIDA LLC 1998 6 3/4% 01/02/28 B - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
3M COMPANY 1998 6 3/8% 15/02/28 S - CMPB (~U$) - COMPOSITE PR BID,3M COMPANY BID
3M COMPANY 1998 6 3/8% 15/02/28 S - CMPA (~U$) - COMPOSITE PR ASK,3M COMPANY ASK
FORD MOTOR COMPANY 1998 6 5/8% 15/02/28 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1998 6 5/8% 15/02/28 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
COMCAST CAB COMMS 1998 7 1/8% 15/02/28 S - CMPB (~U$) - COMPOSITE PR BID,COMCAST BID
COMCAST CAB COMMS 1998 7 1/8% 15/02/28 S - CMPA (~U$) - COMPOSITE PR ASK,COMCAST ASK
NTHN ILL.GAS CO. 1998 6.58% 15/02/28 S - CMPB (~U$) - COMPOSITE PR BID,NTHN ILL.GAS CO. BID
NTHN ILL.GAS CO. 1998 6.58% 15/02/28 S - CMPA (~U$) - COMPOSITE PR ASK,NTHN ILL.GAS CO. ASK
NTHN ILL.GAS CO. 1998 6.58% 15/02/28 AMBAC - CMPB (~U$) - COMPOSITE PR BID,NTHN ILL.GAS CO. BID
NTHN ILL.GAS CO. 1998 6.58% 15/02/28 AMBAC - CMPA (~U$) - COMPOSITE PR ASK,NTHN ILL.GAS CO. ASK
MERCK & CO.INCO. 1998 6.4% 01/03/28 S - CMPB (~U$) - COMPOSITE PR BID,MERCK BID
MERCK & CO.INCO. 1998 6.4% 01/03/28 S - CMPA (~U$) - COMPOSITE PR ASK,MERCK ASK
KINDER MORGAN INCO. 1998 7 1/4% 01/03/28 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN INCO. 1998 7 1/4% 01/03/28 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
KINDER MORGAN INCO. 1998 7.45% 01/03/98 S - CMPB (~U$) - COMPOSITE PR BID,KINDER MORGAN BID
KINDER MORGAN INCO. 1998 7.45% 01/03/98 S - CMPA (~U$) - COMPOSITE PR ASK,KINDER MORGAN ASK
HISTORIC TW INCO. 1998 6.95% 15/01/28 B - CMPB (~U$) - COMPOSITE PR BID,HISTORIC TW INCO. BID
HISTORIC TW INCO. 1998 6.95% 15/01/28 B - CMPA (~U$) - COMPOSITE PR ASK,HISTORIC TW INCO. ASK
OCCIDENT PTL CORP 1998 7.2% 01/04/28 S - CMPB (~U$) - COMPOSITE PR BID,OCCIDENT PTL CORP BID
OCCIDENT PTL CORP 1998 7.2% 01/04/28 S - CMPA (~U$) - COMPOSITE PR ASK,OCCIDENT PTL CORP ASK
VERIZON NEW YORK 1998 6 1/2% 15/04/28 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON NEW YORK 1998 6 1/2% 15/04/28 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
VERIZON COMMS INCO 1998 6.94% 15/04/28 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON COMMS INCO 1998 6.94% 15/04/28 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
GOODRICH CORP. 1998 7% 15/04/38 S - CMPB (~U$) - COMPOSITE PR BID,GOODRICH CORP. BID
GOODRICH CORP. 1998 7% 15/04/38 S - CMPA (~U$) - COMPOSITE PR ASK,GOODRICH CORP. ASK
ANADARKO PTL CORP 1998 7.15% 15/05/28 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1998 7.15% 15/05/28 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
COCA-COLA RFRS USA 1998 7% 15/05/98 S - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1998 7% 15/05/98 S - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
BELLSOUTH TELECOM. 1998 6 3/8% 01/06/28 S - CMPB (~U$) - COMPOSITE PR BID,BELLSOUTH BID
BELLSOUTH TELECOM. 1998 6 3/8% 01/06/28 S - CMPA (~U$) - COMPOSITE PR ASK,BELLSOUTH ASK
FORD HOLDINGS LLC 1998 9.3% 01/03/30 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD HOLDINGS LLC 1998 9.3% 01/03/30 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
FORD MOTOR COMPANY 1998 8.9% 15/01/32 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1998 8.9% 15/01/32 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
FORD MOTOR COMPANY 1998 9.98% 15/02/47 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1998 9.98% 15/02/47 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
FORD MOTOR COMPANY 1998 9.215% 15/09/21 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1998 9.215% 15/09/21 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
EL PASO LLC 1998 6.95% 01/06/28 S - CMPB (~U$) - COMPOSITE PR BID,EL PASO BID
EL PASO LLC 1998 6.95% 01/06/28 S - CMPA (~U$) - COMPOSITE PR ASK,EL PASO ASK
DUKE EN.OHIO INCO. 1998 6.35% 15/06/38 P06/03 - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE EN.OHIO INCO. 1998 6.35% 15/06/38 P06/03 - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
HONEYWELL INTL 1998 6 5/8% 15/06/28 S - CMPB (~U$) - COMPOSITE PR BID,HONEYWELL INTL BID
HONEYWELL INTL 1998 6 5/8% 15/06/28 S - CMPA (~U$) - COMPOSITE PR ASK,HONEYWELL INTL ASK
COLGATE-PALMOLIVE 1998 6.45% 16/06/28 C - CMPB (~U$) - COMPOSITE PR BID,COLGATE-PALMOLIVE BID
COLGATE-PALMOLIVE 1998 6.45% 16/06/28 C - CMPA (~U$) - COMPOSITE PR ASK,COLGATE-PALMOLIVE ASK
HONEYWELL INTL 1998 9.065% 01/06/33 S - CMPB (~U$) - COMPOSITE PR BID,HONEYWELL INTL BID
HONEYWELL INTL 1998 9.065% 01/06/33 S - CMPA (~U$) - COMPOSITE PR ASK,HONEYWELL INTL ASK
THE BOEING COMPANY 1998 6 5/8% 15/02/38 S - CMPB (~U$) - COMPOSITE PR BID,THE BOEING COMPANY BID
THE BOEING COMPANY 1998 6 5/8% 15/02/38 S - CMPA (~U$) - COMPOSITE PR ASK,THE BOEING COMPANY ASK
KRAFT HEINZ FOODS 1998 6 3/8% 15/07/28 S - CMPB (~U$) - COMPOSITE PR BID,KRAFT HEINZ FOODS BID
KRAFT HEINZ FOODS 1998 6 3/8% 15/07/28 S - CMPA (~U$) - COMPOSITE PR ASK,KRAFT HEINZ FOODS ASK
CATERPILLAR INCO 1998 6 5/8% 15/07/28 S - CMPB (~U$) - COMPOSITE PR BID,CATERPILLAR INCO BID
CATERPILLAR INCO 1998 6 5/8% 15/07/28 S - CMPA (~U$) - COMPOSITE PR ASK,CATERPILLAR INCO ASK
TARGET CORPORATION 1998 6.65% 01/08/28 S - CMPB (~U$) - COMPOSITE PR BID,TARGET CORPORATION BID
TARGET CORPORATION 1998 6.65% 01/08/28 S - CMPA (~U$) - COMPOSITE PR ASK,TARGET CORPORATION ASK
RAYTHEON TECHS. 1998 6.7% 01/08/28 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON TECHS. BID
RAYTHEON TECHS. 1998 6.7% 01/08/28 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON TECHS. ASK
COCA-COLA RFRS USA 1998 6 3/4% 15/09/28 S - CMPB (~U$) - COMPOSITE PR BID,COCA-COLA BID
COCA-COLA RFRS USA 1998 6 3/4% 15/09/28 S - CMPA (~U$) - COMPOSITE PR ASK,COCA-COLA ASK
FORD MOTOR COMPANY 1998 6 5/8% 01/10/28 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1998 6 5/8% 01/10/28 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
TENNESSEE GAS PIPE 1998 7% 15/10/28 S - CMPB (~U$) - COMPOSITE PR BID,TENNESSEE GAS PIPE BID
TENNESSEE GAS PIPE 1998 7% 15/10/28 S - CMPA (~U$) - COMPOSITE PR ASK,TENNESSEE GAS PIPE ASK
SECURITY CAP.GROUP 1998 7.7% 15/06/28 S - CMPB (~U$) - COMPOSITE PR BID,SECURITY CAP.GROUP BID
SECURITY CAP.GROUP 1998 7.7% 15/06/28 S - CMPA (~U$) - COMPOSITE PR ASK,SECURITY CAP.GROUP ASK
RAYTHEON CO. 1998 7% 01/11/28 S - CMPB (~U$) - COMPOSITE PR BID,RAYTHEON CO. BID
RAYTHEON CO. 1998 7% 01/11/28 S - CMPA (~U$) - COMPOSITE PR ASK,RAYTHEON CO. ASK
HISTORIC TW INCO. 1998 6 5/8% 15/05/29 S - CMPB (~U$) - COMPOSITE PR BID,HISTORIC TW INCO. BID
HISTORIC TW INCO. 1998 6 5/8% 15/05/29 S - CMPA (~U$) - COMPOSITE PR ASK,HISTORIC TW INCO. ASK
MERCK SHARP & DOHME 1998 5.95% 01/12/28 S - CMPB (~U$) - COMPOSITE PR BID,MERCK BID
MERCK SHARP & DOHME 1998 5.95% 01/12/28 S - CMPA (~U$) - COMPOSITE PR ASK,MERCK ASK
DUKE ENERGY CRIS. 1998 6% 01/12/28 A - CMPB (~U$) - COMPOSITE PR BID,DUKE BID
DUKE ENERGY CRIS. 1998 6% 01/12/28 A - CMPA (~U$) - COMPOSITE PR ASK,DUKE ASK
PHARMACIA LLC 1998 6.6% 01/12/28 144A - CMPB (~U$) - COMPOSITE PR BID,PHARMACIA LLC BID
PHARMACIA LLC 1998 6.6% 01/12/28 144A - CMPA (~U$) - COMPOSITE PR ASK,PHARMACIA LLC ASK
VERIZON PENN.LLC 1998 6% 01/12/28 S - CMPB (~U$) - COMPOSITE PR BID,VERIZON BID
VERIZON PENN.LLC 1998 6% 01/12/28 S - CMPA (~U$) - COMPOSITE PR ASK,VERIZON ASK
UNION PACIFIC CORP. 1999 6 5/8% 01/02/29 S - CMPB (~U$) - COMPOSITE PR BID,UNION PACIFIC CORP. BID
UNION PACIFIC CORP. 1999 6 5/8% 01/02/29 S - CMPA (~U$) - COMPOSITE PR ASK,UNION PACIFIC CORP. ASK
FORD MOTOR COMPANY 1999 6 3/8% 01/02/29 S - CMPB (~U$) - COMPOSITE PR BID,FORD BID
FORD MOTOR COMPANY 1999 6 3/8% 01/02/29 S - CMPA (~U$) - COMPOSITE PR ASK,FORD ASK
OCCIDENT PTL CORP 1999 8.45% 15/02/29 S - CMPB (~U$) - COMPOSITE PR BID,OCCIDENT PTL CORP BID
OCCIDENT PTL CORP 1999 8.45% 15/02/29 S - CMPA (~U$) - COMPOSITE PR ASK,OCCIDENT PTL CORP ASK
BURLINGTON RES.LLC 1999 7 3/8% 01/03/29 S - CMPB (~U$) - COMPOSITE PR BID,BURLINGTON RES.LLC BID
BURLINGTON RES.LLC 1999 7 3/8% 01/03/29 S - CMPA (~U$) - COMPOSITE PR ASK,BURLINGTON RES.LLC ASK
ANADARKO PTL CORP 1999 7.2% 15/03/29 S - CMPB (~U$) - COMPOSITE PR BID,ANADARKO PTL CORP BID
ANADARKO PTL CORP 1999 7.2% 15/03/29 S - CMPA (~U$) - COMPOSITE PR ASK,ANADARKO PTL CORP ASK
AT&T CORP. 1999 6 1/2% 15/03/29 S - CMPB (~U$) - COMPOSITE PR BID,AT&T BID
AT&T CORP. 1999 6 1/2% 15/03/29 S - CMPA (~U$) - COMPOSITE PR ASK,AT&T ASK
CONOCOPHILLIPS CO. 1999 7% 30/03/29 S - CMPB (~U$) - COMPOSITE PR BID,CONOCOPHILLIPS BID
